[ClickObjectLog] [2024-08-31T10:45:35.1750539] Clicked object WorldObject{x=3214, y=3211, height=0, id=30944, type=10, face=1} option 1
[ClickObjectLog] [2025-07-12T22:20:40.3824644] Clicked object WorldObject{x=3241, y=3223, height=0, id=43479, type=10, face=0} option 1
[ClickObjectLog] [2025-07-12T22:20:41.5873054] Clicked object WorldObject{x=3241, y=3223, height=0, id=43479, type=10, face=0} option 1
[ClickObjectLog] [2025-07-12T22:20:45.1983109] Clicked object WorldObject{x=3241, y=3223, height=0, id=43479, type=10, face=0} option 1
[ClickObjectLog] [2025-07-12T22:20:46.4000768] Clicked object WorldObject{x=3241, y=3223, height=0, id=43479, type=10, face=0} option 1
[ClickObjectLog] [2025-07-12T22:26:38.0202466] Clicked object WorldObject{x=2971, y=4382, height=2, id=677, type=10, face=1} option 1
[ClickObjectLog] [2025-07-12T22:26:38.0222464] Clicked object WorldObject{x=2971, y=4382, height=2, id=677, type=10, face=1} option 1
[ClickObjectLog] [2025-07-14T19:16:46.2324013] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-14T19:46:31.7521369] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-14T19:46:32.3487835] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-20T08:19:35.3523833] Clicked object WorldObject{x=3210, y=3227, height=0, id=31858, type=10, face=0} option 1
[ClickObjectLog] [2025-07-20T08:19:35.9511552] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-20T08:20:28.8727693] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-20T08:23:16.0979423] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-20T08:27:40.2133791] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-20T08:27:40.8147411] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-20T08:29:35.7189465] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-20T09:27:47.0125997] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-20T09:37:43.2875048] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-20T10:06:27.6928784] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-20T10:57:59.7482968] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-20T10:57:59.7482968] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-20T21:28:38.0939865] Clicked object WorldObject{x=3210, y=3227, height=0, id=31858, type=10, face=0} option 1
[ClickObjectLog] [2025-07-20T21:28:42.9002637] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-20T21:28:42.9002637] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-23T21:47:00.6524743] Clicked object WorldObject{x=3205, y=3221, height=0, id=10355, type=10, face=1} option 3
[ClickObjectLog] [2025-07-24T10:32:21.2391508] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-24T11:19:44.616998] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-24T11:19:44.6179982] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-24T11:41:12.7798494] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-24T11:42:31.0169757] Clicked object WorldObject{x=3214, y=3211, height=0, id=30944, type=10, face=1} option 1
[ClickObjectLog] [2025-07-24T11:43:11.9309753] Clicked object WorldObject{x=3210, y=3227, height=0, id=31858, type=10, face=0} option 1
[ClickObjectLog] [2025-07-24T11:43:12.5361108] Clicked object WorldObject{x=3210, y=3227, height=0, id=31858, type=10, face=0} option 1
[ClickObjectLog] [2025-07-24T11:43:12.5361108] Clicked object WorldObject{x=3210, y=3227, height=0, id=31858, type=10, face=0} option 1
[ClickObjectLog] [2025-07-24T11:43:13.7374222] Clicked object WorldObject{x=3210, y=3227, height=0, id=31858, type=10, face=0} option 1
[ClickObjectLog] [2025-07-24T11:43:14.3375584] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-24T11:50:03.2219901] Clicked object WorldObject{x=3210, y=3227, height=0, id=31858, type=10, face=0} option 1
[ClickObjectLog] [2025-07-24T11:50:04.4239354] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-24T11:56:01.7666558] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-24T12:04:43.1191522] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-24T12:16:21.1110427] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-24T12:16:21.113043] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-24T12:16:21.7091759] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-24T12:20:34.7452754] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-24T12:21:25.9086697] Clicked object WorldObject{x=3210, y=3227, height=0, id=31858, type=10, face=0} option 1
[ClickObjectLog] [2025-07-24T12:21:25.9086697] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-24T12:27:00.6285206] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-24T12:47:54.4123007] Clicked object WorldObject{x=3210, y=3227, height=0, id=31858, type=10, face=0} option 1
[ClickObjectLog] [2025-07-24T12:47:54.4163036] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-24T12:47:54.4163036] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-24T12:48:29.3241987] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-24T12:58:14.5755739] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-24T13:00:43.8517472] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-24T13:06:22.0449351] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-24T13:09:56.43982] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-24T20:06:09.2740751] Clicked object WorldObject{x=3248, y=3219, height=0, id=46995, type=10, face=2} option 1
[ClickObjectLog] [2025-07-24T20:08:19.2862595] Clicked object WorldObject{x=3237, y=3209, height=0, id=27980, type=10, face=1} option 2
[ClickObjectLog] [2025-07-24T20:08:20.4918734] Clicked object WorldObject{x=3237, y=3209, height=0, id=27980, type=10, face=1} option 3
[ClickObjectLog] [2025-07-24T20:08:23.5016126] Clicked object WorldObject{x=3237, y=3209, height=0, id=27980, type=10, face=1} option 4
[ClickObjectLog] [2025-07-27T23:54:07.0943003] Clicked object WorldObject{x=3237, y=3209, height=0, id=27980, type=10, face=1} option 2
[ClickObjectLog] [2025-07-27T23:54:20.9273657] Clicked object WorldObject{x=3237, y=3209, height=0, id=27980, type=10, face=1} option 2
[ClickObjectLog] [2025-07-27T23:55:49.9793827] Clicked object WorldObject{x=2411, y=3826, height=0, id=8929, type=10, face=2} option 1
[ClickObjectLog] [2025-07-27T23:55:49.9793827] Clicked object WorldObject{x=2411, y=3826, height=0, id=8929, type=10, face=2} option 1
[ClickObjectLog] [2025-07-27T23:58:57.1633651] Clicked object WorldObject{x=2411, y=3826, height=0, id=8929, type=10, face=2} option 1
[ClickObjectLog] [2025-07-28T00:04:38.6565052] Clicked object WorldObject{x=2411, y=3826, height=0, id=8929, type=10, face=2} option 1
[ClickObjectLog] [2025-07-28T00:09:56.5868034] Clicked object WorldObject{x=2411, y=3826, height=0, id=8929, type=10, face=2} option 1
[ClickObjectLog] [2025-07-28T00:21:45.0019627] Clicked object WorldObject{x=2411, y=3826, height=0, id=8929, type=10, face=2} option 1
[ClickObjectLog] [2025-07-29T12:43:47.2276617] Clicked object WorldObject{x=3217, y=3269, height=0, id=1278, type=10, face=3} option 1
[ClickObjectLog] [2025-07-29T12:43:47.2286624] Clicked object WorldObject{x=3217, y=3269, height=0, id=1278, type=10, face=3} option 1
[ClickObjectLog] [2025-07-29T12:43:47.8318551] Clicked object WorldObject{x=3217, y=3269, height=0, id=1278, type=10, face=3} option 1
[ClickObjectLog] [2025-07-29T12:43:49.033127] Clicked object WorldObject{x=3217, y=3269, height=0, id=1278, type=10, face=3} option 1
[ClickObjectLog] [2025-07-29T12:55:33.1367653] Clicked object WorldObject{x=3217, y=3269, height=0, id=1278, type=10, face=3} option 1
[ClickObjectLog] [2025-07-29T12:55:52.9797702] Clicked object WorldObject{x=3222, y=3267, height=0, id=1276, type=11, face=2} option 1
[ClickObjectLog] [2025-07-29T12:56:19.8358469] Clicked object WorldObject{x=3222, y=3267, height=0, id=1276, type=11, face=2} option 1
[ClickObjectLog] [2025-07-29T12:56:29.4679298] Clicked object WorldObject{x=3217, y=3269, height=0, id=1278, type=10, face=3} option 1
[ClickObjectLog] [2025-07-29T12:58:59.4388401] Clicked object WorldObject{x=3214, y=3261, height=0, id=10834, type=10, face=2} option 1
[ClickObjectLog] [2025-07-29T12:59:00.0409362] Clicked object WorldObject{x=3214, y=3261, height=0, id=10834, type=10, face=2} option 1
[ClickObjectLog] [2025-07-29T12:59:16.8857595] Clicked object WorldObject{x=3201, y=3256, height=0, id=10822, type=10, face=2} option 1
[ClickObjectLog] [2025-07-29T12:59:20.5079525] Clicked object WorldObject{x=3205, y=3261, height=0, id=10834, type=10, face=2} option 1
[ClickObjectLog] [2025-07-29T13:01:53.3557585] Clicked object WorldObject{x=3227, y=3255, height=0, id=11371, type=10, face=3} option 1
[ClickObjectLog] [2025-07-29T13:01:55.1610372] Clicked object WorldObject{x=3227, y=3255, height=0, id=11371, type=10, face=3} option 1
[ClickObjectLog] [2025-07-29T13:01:55.7604663] Clicked object WorldObject{x=3227, y=3255, height=0, id=11371, type=10, face=3} option 1
[ClickObjectLog] [2025-07-29T13:01:56.9613384] Clicked object WorldObject{x=3227, y=3255, height=0, id=11371, type=10, face=3} option 1
[ClickObjectLog] [2025-07-29T13:02:06.6970726] Clicked object WorldObject{x=3227, y=3255, height=0, id=11371, type=10, face=3} option 1
[ClickObjectLog] [2025-07-29T13:02:09.1166681] Clicked object WorldObject{x=3227, y=3255, height=0, id=11371, type=10, face=3} option 1
[ClickObjectLog] [2025-07-29T13:02:09.7172285] Clicked object WorldObject{x=3230, y=3254, height=0, id=11380, type=11, face=2} option 1
[ClickObjectLog] [2025-07-29T13:02:10.9199235] Clicked object WorldObject{x=3230, y=3254, height=0, id=11380, type=11, face=2} option 1
[ClickObjectLog] [2025-07-29T13:02:12.7442167] Clicked object WorldObject{x=3229, y=3255, height=0, id=11371, type=10, face=2} option 1
[ClickObjectLog] [2025-07-29T13:02:15.2416871] Clicked object WorldObject{x=3229, y=3255, height=0, id=11371, type=10, face=2} option 1
[ClickObjectLog] [2025-07-29T13:02:16.4468252] Clicked object WorldObject{x=3230, y=3251, height=0, id=11380, type=11, face=2} option 1
[ClickObjectLog] [2025-07-29T13:02:20.6600431] Clicked object WorldObject{x=3230, y=3251, height=0, id=11380, type=11, face=2} option 1
[ClickObjectLog] [2025-07-29T13:02:22.4651007] Clicked object WorldObject{x=3230, y=3251, height=0, id=11380, type=11, face=2} option 1
[ClickObjectLog] [2025-07-29T13:02:25.5060623] Clicked object WorldObject{x=3230, y=3251, height=0, id=11380, type=11, face=2} option 1
[ClickObjectLog] [2025-07-29T18:14:33.9468737] Clicked object WorldObject{x=3208, y=3261, height=0, id=10834, type=10, face=2} option 1
[ClickObjectLog] [2025-07-29T21:46:33.7697594] Clicked object WorldObject{x=3205, y=3261, height=0, id=10834, type=10, face=2} option 1
[ClickObjectLog] [2025-07-29T22:41:16.9790807] Clicked object WorldObject{x=3210, y=3244, height=0, id=10820, type=10, face=0} option 1
[ClickObjectLog] [2025-07-29T22:41:16.9830836] Clicked object WorldObject{x=3210, y=3244, height=0, id=10820, type=10, face=0} option 1
[ClickObjectLog] [2025-07-29T22:41:17.5802161] Clicked object WorldObject{x=3210, y=3244, height=0, id=10820, type=10, face=0} option 1
[ClickObjectLog] [2025-07-29T22:41:18.7895502] Clicked object WorldObject{x=3210, y=3244, height=0, id=10820, type=10, face=0} option 1
[ClickObjectLog] [2025-07-29T22:55:35.585573] Clicked object WorldObject{x=3211, y=3261, height=0, id=10834, type=10, face=2} option 1
[ClickObjectLog] [2025-07-29T22:55:39.9719319] Clicked object WorldObject{x=3222, y=3267, height=0, id=1276, type=11, face=2} option 1
[ClickObjectLog] [2025-07-29T22:59:26.918079] Clicked object WorldObject{x=3205, y=3221, height=0, id=10355, type=10, face=1} option 2
[ClickObjectLog] [2025-07-30T09:23:44.7277377] Clicked object WorldObject{x=3214, y=3211, height=0, id=30944, type=10, face=1} option 1
[ClickObjectLog] [2025-07-30T09:24:19.6316227] Clicked object WorldObject{x=1240, y=1242, height=0, id=23105, type=10, face=0} option 1
[ClickObjectLog] [2025-07-30T09:25:18.5690081] Clicked object WorldObject{x=3174, y=9901, height=0, id=32534, type=0, face=3} option 1
[ClickObjectLog] [2025-07-30T09:25:24.5867666] Clicked object WorldObject{x=3174, y=9901, height=0, id=32534, type=0, face=3} option 1
[ClickObjectLog] [2025-07-30T09:27:34.5118775] Clicked object WorldObject{x=3205, y=3213, height=0, id=13212, type=10, face=1} option 1
[ClickObjectLog] [2025-07-30T09:27:34.5118775] Clicked object WorldObject{x=3205, y=3211, height=0, id=32630, type=10, face=1} option 1
[ClickObjectLog] [2025-07-30T14:41:02.5495481] Clicked object WorldObject{x=3214, y=3211, height=0, id=30944, type=10, face=1} option 1
[ClickObjectLog] [2025-07-30T14:41:07.9619152] Clicked object WorldObject{x=3214, y=3211, height=0, id=30944, type=10, face=1} option 1
[ClickObjectLog] [2025-07-30T14:41:18.8089346] Clicked object WorldObject{x=3214, y=3211, height=0, id=30944, type=10, face=1} option 1
[ClickObjectLog] [2025-07-30T14:42:24.9292053] Clicked object WorldObject{x=3210, y=3244, height=0, id=10820, type=10, face=0} option 1
[ClickObjectLog] [2025-07-30T15:23:51.8778848] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-30T16:31:44.0269496] Clicked object WorldObject{x=3237, y=3209, height=0, id=27980, type=10, face=1} option 2
[ClickObjectLog] [2025-07-30T16:33:33.3643309] Clicked object WorldObject{x=3357, y=9112, height=0, id=46089, type=10, face=2} option 1
[ClickObjectLog] [2025-07-30T16:33:42.9933015] Clicked object WorldObject{x=3352, y=9119, height=0, id=46223, type=11, face=3} option 1
[ClickObjectLog] [2025-07-30T16:37:20.5753134] Clicked object WorldObject{x=3353, y=9117, height=0, id=46077, type=10, face=2} option 1
[ClickObjectLog] [2025-07-30T16:38:11.8695303] Clicked object WorldObject{x=1695, y=4583, height=0, id=31669, type=10, face=3} option 1
[ClickObjectLog] [2025-07-30T16:38:14.9028849] Clicked object WorldObject{x=1695, y=4583, height=0, id=31669, type=10, face=3} option 1
[ClickObjectLog] [2025-07-30T16:38:17.3234315] Clicked object WorldObject{x=1695, y=4563, height=0, id=31674, type=10, face=3} option 1
[ClickObjectLog] [2025-07-30T16:38:17.3234315] Clicked object WorldObject{x=1695, y=4563, height=0, id=31674, type=10, face=3} option 1
[ClickObjectLog] [2025-07-30T16:38:20.3521174] Clicked object WorldObject{x=1695, y=4563, height=0, id=31674, type=10, face=3} option 1
[ClickObjectLog] [2025-07-30T16:38:20.3531176] Clicked object WorldObject{x=1695, y=4563, height=0, id=31674, type=10, face=3} option 1
[ClickObjectLog] [2025-07-30T16:38:20.3531176] Clicked object WorldObject{x=1695, y=4563, height=0, id=31674, type=10, face=3} option 1
[ClickObjectLog] [2025-07-30T16:38:20.9542529] Clicked object WorldObject{x=1695, y=4563, height=0, id=31674, type=10, face=3} option 1
[ClickObjectLog] [2025-07-30T16:38:24.5806034] Clicked object WorldObject{x=3423, y=3534, height=2, id=29031, type=10, face=2} option 1
[ClickObjectLog] [2025-07-30T17:31:42.7299633] Clicked object WorldObject{x=3357, y=9112, height=0, id=46089, type=10, face=2} option 1
[ClickObjectLog] [2025-07-31T10:17:56.8470628] Clicked object WorldObject{x=3237, y=3209, height=0, id=27980, type=10, face=1} option 2
[ClickObjectLog] [2025-07-31T10:17:57.4382172] Clicked object WorldObject{x=3237, y=3209, height=0, id=27980, type=10, face=1} option 2
[ClickObjectLog] [2025-07-31T10:17:57.4382172] Clicked object WorldObject{x=3237, y=3209, height=0, id=27980, type=10, face=1} option 2
[ClickObjectLog] [2025-07-31T10:57:26.6685882] Clicked object WorldObject{x=3237, y=3209, height=0, id=27980, type=10, face=1} option 2
[ClickObjectLog] [2025-07-31T10:57:39.9057841] Clicked object WorldObject{x=3237, y=3209, height=0, id=27980, type=10, face=1} option 2
[ClickObjectLog] [2025-07-31T10:57:48.3351513] Clicked object WorldObject{x=3237, y=3209, height=0, id=27980, type=10, face=1} option 2
[ClickObjectLog] [2025-07-31T10:57:52.5448731] Clicked object WorldObject{x=3237, y=3209, height=0, id=27980, type=10, face=1} option 2
[ClickObjectLog] [2025-07-31T10:58:02.1773234] Clicked object WorldObject{x=3237, y=3209, height=0, id=27980, type=10, face=1} option 2
[ClickObjectLog] [2025-07-31T11:16:05.4466218] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-31T11:16:37.9403884] Clicked object WorldObject{x=3210, y=3227, height=0, id=31858, type=10, face=0} option 1
[ClickObjectLog] [2025-07-31T11:16:38.5534306] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-31T11:20:33.398491] Clicked object WorldObject{x=3205, y=3227, height=0, id=30943, type=11, face=3} option 1
[ClickObjectLog] [2025-07-31T11:40:32.9090119] Clicked object WorldObject{x=3237, y=3209, height=0, id=27980, type=10, face=1} option 2
[ClickObjectLog] [2025-07-31T12:07:00.2159415] Clicked object WorldObject{x=3237, y=3209, height=0, id=27980, type=10, face=1} option 2
[ClickObjectLog] [2025-07-31T12:07:10.4548284] Clicked object WorldObject{x=3237, y=3209, height=0, id=27980, type=10, face=1} option 2
[ClickObjectLog] [2025-07-31T12:07:23.7161093] Clicked object WorldObject{x=3237, y=3209, height=0, id=27980, type=10, face=1} option 2
[ClickObjectLog] [2025-07-31T13:19:33.7045076] Clicked object WorldObject{x=3214, y=3211, height=0, id=30944, type=10, face=1} option 1
[ClickObjectLog] [2025-07-31T13:21:35.354783] Clicked object WorldObject{x=3139, y=3670, height=0, id=7847, type=10, face=2} option 1
[ClickObjectLog] [2025-07-31T16:18:35.037659] Clicked object WorldObject{x=2411, y=3826, height=0, id=8929, type=10, face=2} option 1
[ClickObjectLog] [2025-07-31T16:18:48.876792] Clicked object WorldObject{x=2411, y=3826, height=0, id=8929, type=10, face=2} option 1
