[ItemPickupLog] [2025-08-02T20:07:30.4084133] Picked up GameItem{name=Casket, id=2714, amount=197} at Position{x=3217, y=3234, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:42.9807183] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:42.9807183] Picked up GameItem{name=Fire rune, id=554, amount=11} at Position{x=2281, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:42.9807183] Picked up GameItem{name=Grimy tarromin, id=203, amount=1} at Position{x=2281, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:42.9807183] Picked up GameItem{name=Grimy dwarf weed, id=217, amount=1} at Position{x=2281, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:42.982722] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2282, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:42.982722] Picked up GameItem{name=Mithril arrow, id=888, amount=17} at Position{x=2282, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:42.982722] Picked up GameItem{name=Law rune, id=563, amount=17} at Position{x=2282, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:42.982722] Picked up GameItem{name=Grimy kwuarm, id=213, amount=1} at Position{x=2282, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:42.9837212] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:42.9837212] Picked up GameItem{name=Iron arrow, id=884, amount=12} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:42.9837212] Picked up GameItem{name=Grimy avantoe, id=211, amount=1} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:42.9837212] Picked up GameItem{name=Grimy kwuarm, id=213, amount=1} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:46.596672] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:46.596672] Picked up GameItem{name=Steel arrow, id=886, amount=28} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:46.596672] Picked up GameItem{name=Grimy tarromin, id=203, amount=1} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:46.596672] Picked up GameItem{name=Grimy dwarf weed, id=217, amount=1} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:47.8075441] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2279, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:47.8075441] Picked up GameItem{name=Fire rune, id=554, amount=22} at Position{x=2279, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:47.8075441] Picked up GameItem{name=Death rune, id=560, amount=14} at Position{x=2279, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:47.8075441] Picked up GameItem{name=Grimy dwarf weed, id=217, amount=1} at Position{x=2279, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:47.8085356] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:47.8085356] Picked up GameItem{name=Bolts(p++), id=6062, amount=3} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:47.8085356] Picked up GameItem{name=Death rune, id=560, amount=16} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:47.8085356] Picked up GameItem{name=Grimy cadantine, id=215, amount=1} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:47.8105361] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2282, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:47.8105361] Picked up GameItem{name=Fire rune, id=554, amount=23} at Position{x=2282, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:47.8105361] Picked up GameItem{name=Grimy guam, id=199, amount=1} at Position{x=2282, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:47.8105361] Picked up GameItem{name=Rune axe, id=1359, amount=1} at Position{x=2282, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:47.8105361] Picked up GameItem{name=Giant key, id=20754, amount=1} at Position{x=2282, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:47.8125374] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2283, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:47.8125374] Picked up GameItem{name=Bolts(p++), id=6062, amount=2} at Position{x=2283, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:47.8125374] Picked up GameItem{name=Grimy avantoe, id=211, amount=1} at Position{x=2283, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:47.8125374] Picked up GameItem{name=Grimy dwarf weed, id=217, amount=1} at Position{x=2283, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:47.8135401] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2278, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:47.8135401] Picked up GameItem{name=Iron arrow, id=884, amount=19} at Position{x=2278, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:47.8135401] Picked up GameItem{name=Grimy tarromin, id=203, amount=1} at Position{x=2278, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:47.8135401] Picked up GameItem{name=Rune axe, id=1359, amount=1} at Position{x=2278, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:47.8155376] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4776, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:47.8155376] Picked up GameItem{name=Bolts(p++), id=6062, amount=1} at Position{x=2281, y=4776, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:47.8155376] Picked up GameItem{name=Grimy avantoe, id=211, amount=1} at Position{x=2281, y=4776, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:47.8155376] Picked up GameItem{name=Grimy dwarf weed, id=217, amount=1} at Position{x=2281, y=4776, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:49.6137743] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2284, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:49.6137743] Picked up GameItem{name=Fire rune, id=554, amount=11} at Position{x=2284, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:49.6137743] Picked up GameItem{name=Grimy avantoe, id=211, amount=1} at Position{x=2284, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:49.6137743] Picked up GameItem{name=Adamant axe, id=1357, amount=1} at Position{x=2284, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:49.6157748] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2282, y=4776, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:49.6157748] Picked up GameItem{name=Bolts(p++), id=6062, amount=1} at Position{x=2282, y=4776, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:49.6157748] Picked up GameItem{name=Grimy guam, id=199, amount=1} at Position{x=2282, y=4776, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:49.6157748] Picked up GameItem{name=Adamant axe, id=1357, amount=1} at Position{x=2282, y=4776, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:49.6177741] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:49.6177741] Picked up GameItem{name=Iron arrow, id=884, amount=14} at Position{x=2281, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:49.6177741] Picked up GameItem{name=Grimy avantoe, id=211, amount=1} at Position{x=2281, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:49.6177741] Picked up GameItem{name=Adamant axe, id=1357, amount=1} at Position{x=2281, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:49.6197748] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2282, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:49.6197748] Picked up GameItem{name=Iron arrow, id=884, amount=19} at Position{x=2282, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:49.6197748] Picked up GameItem{name=Law rune, id=563, amount=16} at Position{x=2282, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:49.6197748] Picked up GameItem{name=Adamant axe, id=1357, amount=1} at Position{x=2282, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:49.6197748] Picked up GameItem{name=Crystal key, id=989, amount=1} at Position{x=2282, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:51.4216187] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:51.4216187] Picked up GameItem{name=Bolts(p++), id=6062, amount=1} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:51.4216187] Picked up GameItem{name=Nature rune, id=561, amount=17} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:51.4216187] Picked up GameItem{name=Rune axe, id=1359, amount=1} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:53.2280288] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:53.2280288] Picked up GameItem{name=Water rune, id=555, amount=25} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:53.2280288] Picked up GameItem{name=Law rune, id=563, amount=18} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:53.2280288] Picked up GameItem{name=Rune axe, id=1359, amount=1} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:53.2280288] Picked up GameItem{name=Giant key, id=20754, amount=1} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:54.4335466] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:54.4335466] Picked up GameItem{name=Steel arrow, id=886, amount=34} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:54.4335466] Picked up GameItem{name=Nature rune, id=561, amount=19} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:54.4335466] Picked up GameItem{name=Rune axe, id=1359, amount=1} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:55.6388446] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:55.6388446] Picked up GameItem{name=Mithril arrow, id=888, amount=20} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:55.6388446] Picked up GameItem{name=Cosmic rune, id=564, amount=18} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:55.6388446] Picked up GameItem{name=Rune axe, id=1359, amount=1} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:57.4431492] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2282, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:57.4431492] Picked up GameItem{name=Iron arrow, id=884, amount=19} at Position{x=2282, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:57.4431492] Picked up GameItem{name=Nature rune, id=561, amount=20} at Position{x=2282, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:57.4431492] Picked up GameItem{name=Adamant axe, id=1357, amount=1} at Position{x=2282, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:57.4441498] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2280, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:57.4441498] Picked up GameItem{name=Steel arrow, id=886, amount=25} at Position{x=2280, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:57.4441498] Picked up GameItem{name=Grimy tarromin, id=203, amount=1} at Position{x=2280, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:57.4441498] Picked up GameItem{name=Grimy kwuarm, id=213, amount=1} at Position{x=2280, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:57.4451504] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:57.4451504] Picked up GameItem{name=Water rune, id=555, amount=16} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:57.4451504] Picked up GameItem{name=Grimy irit, id=209, amount=1} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:57.4451504] Picked up GameItem{name=Grimy dwarf weed, id=217, amount=1} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:57.4461516] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2282, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:57.4461516] Picked up GameItem{name=Fire rune, id=554, amount=9} at Position{x=2282, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:57.4461516] Picked up GameItem{name=Grimy marrentil, id=201, amount=1} at Position{x=2282, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:57.4461516] Picked up GameItem{name=Grimy kwuarm, id=213, amount=1} at Position{x=2282, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:57.4481527] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2283, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:57.4481527] Picked up GameItem{name=Iron arrow, id=884, amount=18} at Position{x=2283, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:57.4481527] Picked up GameItem{name=Law rune, id=563, amount=16} at Position{x=2283, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:57.4481527] Picked up GameItem{name=Grimy kwuarm, id=213, amount=1} at Position{x=2283, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:57.4481527] Picked up GameItem{name=Crystal key, id=989, amount=1} at Position{x=2283, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:57.4491524] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:57.4491524] Picked up GameItem{name=Fire rune, id=554, amount=21} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:57.4491524] Picked up GameItem{name=Grimy ranarr, id=207, amount=1} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:57.4491524] Picked up GameItem{name=Grimy cadantine, id=215, amount=1} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:57.4511532] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2279, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:57.4511532] Picked up GameItem{name=Bolts(p++), id=6062, amount=1} at Position{x=2279, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:57.4511532] Picked up GameItem{name=Nature rune, id=561, amount=11} at Position{x=2279, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:57.4511532] Picked up GameItem{name=Grimy dwarf weed, id=217, amount=1} at Position{x=2279, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:02.2583948] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:02.2583948] Picked up GameItem{name=Fire rune, id=554, amount=11} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:02.2583948] Picked up GameItem{name=Grimy marrentil, id=201, amount=1} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:02.2583948] Picked up GameItem{name=Grimy kwuarm, id=213, amount=1} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:02.2603966] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2280, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:02.2603966] Picked up GameItem{name=Steel arrow, id=886, amount=27} at Position{x=2280, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:02.2603966] Picked up GameItem{name=Grimy ranarr, id=207, amount=1} at Position{x=2280, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:02.2603966] Picked up GameItem{name=Grimy kwuarm, id=213, amount=1} at Position{x=2280, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:02.261396] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2282, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:02.261396] Picked up GameItem{name=Iron arrow, id=884, amount=11} at Position{x=2282, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:02.261396] Picked up GameItem{name=Grimy marrentil, id=201, amount=1} at Position{x=2282, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:02.261396] Picked up GameItem{name=Grimy kwuarm, id=213, amount=1} at Position{x=2282, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:02.2633966] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:02.2633966] Picked up GameItem{name=Water rune, id=555, amount=20} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:02.2633966] Picked up GameItem{name=Grimy marrentil, id=201, amount=1} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:02.2633966] Picked up GameItem{name=Rune axe, id=1359, amount=1} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:02.265399] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2289, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:02.265399] Picked up GameItem{name=Bolts(p++), id=6062, amount=3} at Position{x=2289, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:02.265399] Picked up GameItem{name=Grimy irit, id=209, amount=1} at Position{x=2289, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:02.265399] Picked up GameItem{name=Grimy kwuarm, id=213, amount=1} at Position{x=2289, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:02.2663982] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:02.2673988] Picked up GameItem{name=Steel arrow, id=886, amount=25} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:02.2673988] Picked up GameItem{name=Grimy guam, id=199, amount=1} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:02.2673988] Picked up GameItem{name=Rune axe, id=1359, amount=1} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:02.2683987] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2282, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:02.2683987] Picked up GameItem{name=Water rune, id=555, amount=21} at Position{x=2282, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:02.2683987] Picked up GameItem{name=Grimy irit, id=209, amount=1} at Position{x=2282, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:02.2683987] Picked up GameItem{name=Grimy kwuarm, id=213, amount=1} at Position{x=2282, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2648399] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2648399] Picked up GameItem{name=Bolts(p++), id=6062, amount=3} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2648399] Picked up GameItem{name=Grimy avantoe, id=211, amount=1} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2648399] Picked up GameItem{name=Grimy kwuarm, id=213, amount=1} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2648399] Picked up GameItem{name=Giant key, id=20754, amount=1} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2668435] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2280, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2668435] Picked up GameItem{name=Bolts(p++), id=6062, amount=3} at Position{x=2280, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2668435] Picked up GameItem{name=Grimy irit, id=209, amount=1} at Position{x=2280, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2668435] Picked up GameItem{name=Adamant axe, id=1357, amount=1} at Position{x=2280, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2678442] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2286, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2678442] Picked up GameItem{name=Iron arrow, id=884, amount=19} at Position{x=2286, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2678442] Picked up GameItem{name=Death rune, id=560, amount=11} at Position{x=2286, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2678442] Picked up GameItem{name=Grimy dwarf weed, id=217, amount=1} at Position{x=2286, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2698436] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2698436] Picked up GameItem{name=Water rune, id=555, amount=10} at Position{x=2281, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2698436] Picked up GameItem{name=Death rune, id=560, amount=15} at Position{x=2281, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2698436] Picked up GameItem{name=Grimy kwuarm, id=213, amount=1} at Position{x=2281, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2708443] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2708443] Picked up GameItem{name=Mithril arrow, id=888, amount=16} at Position{x=2281, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2708443] Picked up GameItem{name=Death rune, id=560, amount=15} at Position{x=2281, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2708443] Picked up GameItem{name=Adamant axe, id=1357, amount=1} at Position{x=2281, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2728445] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2285, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2728445] Picked up GameItem{name=Water rune, id=555, amount=7} at Position{x=2285, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2728445] Picked up GameItem{name=Grimy ranarr, id=207, amount=1} at Position{x=2285, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2728445] Picked up GameItem{name=Grimy kwuarm, id=213, amount=1} at Position{x=2285, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.273844] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2278, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.273844] Picked up GameItem{name=Iron arrow, id=884, amount=16} at Position{x=2278, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.273844] Picked up GameItem{name=Nature rune, id=561, amount=11} at Position{x=2278, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.273844] Picked up GameItem{name=Adamant axe, id=1357, amount=1} at Position{x=2278, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2748442] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2748442] Picked up GameItem{name=Mithril arrow, id=888, amount=14} at Position{x=2281, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2748442] Picked up GameItem{name=Grimy guam, id=199, amount=1} at Position{x=2281, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2748442] Picked up GameItem{name=Grimy cadantine, id=215, amount=1} at Position{x=2281, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2768451] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2283, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2768451] Picked up GameItem{name=Water rune, id=555, amount=9} at Position{x=2283, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2768451] Picked up GameItem{name=Grimy tarromin, id=203, amount=1} at Position{x=2283, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2768451] Picked up GameItem{name=Grimy kwuarm, id=213, amount=1} at Position{x=2283, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2778448] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2287, y=4764, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2778448] Picked up GameItem{name=Iron arrow, id=884, amount=19} at Position{x=2287, y=4764, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2778448] Picked up GameItem{name=Nature rune, id=561, amount=12} at Position{x=2287, y=4764, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2778448] Picked up GameItem{name=Rune axe, id=1359, amount=1} at Position{x=2287, y=4764, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2778448] Picked up GameItem{name=Small Coin Bag, id=10832, amount=1} at Position{x=2287, y=4764, z=0}, owner mercy
